"","logFC","logCPM","LR","PValue","FDR"
"oases2_k49_Locus_2868_Transcript_1_1",-4.86459414985539,7.33366547434425,17.1038964103491,3.53896255419646e-05,0.00470635301929355
"oases6_k25_Locus_22294_Transcript_1_1",6.755799101055,0.902634245144451,17.0989616137828,3.54816991403857e-05,0.00470635301929355
"oases3_k31_Locus_3020_Transcript_3_1",-4.52377630687306,8.57633973316563,17.097034450152,3.55177215654059e-05,0.00470635301929355
"oases3_k49_Locus_2990_Transcript_10_1",4.21154524231708,2.57560054605169,17.0806491131257,3.58254840329621e-05,0.00472452835623263
"oases6_k25_Locus_55770_Transcript_1_1",7.03731228695996,1.28919471832639,17.0631111851881,3.61578660867655e-05,0.00474576276496154
"oases3_k31_Locus_52792_Transcript_5_1",4.32046779424952,6.66078287177051,17.0178478725013,3.70300997282784e-05,0.00483731878242898
"oases6_k43_Locus_58376_Transcript_1_1",7.02324831808325,1.04129486013591,16.9525990548561,3.83248153723928e-05,0.00498294571325374
"oases6_k25_Locus_19377_Transcript_1_1",6.8020243267461,1.06402347643002,16.8655628945043,4.01229747781526e-05,0.00519236291358018
"oases6_k49_Locus_57992_Transcript_5_1",6.984813987158,0.949397132475107,16.8244815986617,4.10009392119451e-05,0.00528130237458423
"oases6_k43_Locus_41073_Transcript_7_1",4.81584057214548,2.34647125302675,16.8113857874218,4.12848547302361e-05,0.00529325355045906
"oases6_k49_Locus_57707_Transcript_1_1",6.72592136419543,2.38255223311068,16.7249234794129,4.32096030710699e-05,0.00551450114032354
"oases3_k43_Locus_46688_Transcript_5_1",6.63891362424372,5.69165006691732,16.6724139483812,4.4422297950571e-05,0.00564326201579409
"oases6_CL4509Contig1_2",5.00150084644553,3.68335190944042,16.6249317156497,4.55483268913479e-05,0.00575988751109127
"oases6_k25_Locus_11003_Transcript_15_1",-6.97639338120636,1.72285315159376,16.5844645601735,4.65306203344015e-05,0.00585735908882234
"oases6_k49_Locus_21714_Transcript_7_1",5.4645605235319,2.16244617577631,16.5484584462029,4.74225213720714e-05,0.00594262129809116
"oases6_CL12374Contig1_1",5.62282418898162,5.60959177054594,16.4988007301297,4.86808559593628e-05,0.00604697233669865
"oases3_k49_Locus_48924_Transcript_6_1",7.31103842755418,3.3259205452361,16.4906093663883,4.88916288017958e-05,0.00604697233669865
"oases2_CL9236Contig1_1",3.68366972580672,4.58268751984946,16.4898855143038,4.89102983830612e-05,0.00604697233669865
"oases6_k43_Locus_1274_Transcript_6_1",-3.73333831218985,4.68950559178067,16.4117007325023,5.0969627963197e-05,0.00626470801358714
"oases3_k25_Locus_52743_Transcript_1_1",7.48834447525518,5.00503740911666,16.4059738279084,5.11238539420341e-05,0.00626470801358714
"oases3_k25_Locus_46117_Transcript_1_1",6.61215798988226,1.2861871610823,16.3865335756214,5.16508900031789e-05,0.00630140858038782
"oases3_k49_Locus_49150_Transcript_2_1",6.54875264911268,1.56544658765076,16.3681955122367,5.21530518659113e-05,0.00631745694635
"oases2_CL10721Contig1_1",3.62680593171693,6.31278914478501,16.3650867279704,5.22386668850347e-05,0.00631745694635
"oases3_CL2550Contig1_2",4.73924907094825,3.23977871346995,16.3380411252357,5.2989483441971e-05,0.0063803945845302
"oases6_k37_Locus_21265_Transcript_10_1",5.24146552004291,4.70200084642967,16.2332365441125,5.60029248123551e-05,0.00671404761797992
"oases3_k37_Locus_2363_Transcript_9_1",3.47850373583688,4.07007302779881,16.2184123702542,5.64428565499143e-05,0.00673762271247124
"oases3_k25_Locus_34449_Transcript_2_1",6.79705572625127,2.41747676931093,16.1589582654299,5.82424562738743e-05,0.00687936519907087
"oases6_k25_Locus_55154_Transcript_1_1",5.89255402852402,0.821073275282498,16.1561092129043,5.83301279189546e-05,0.00687936519907087
"oases3_k37_Locus_42699_Transcript_1_1",6.03911962594236,1.67575251704681,16.1421279101587,5.87622910951836e-05,0.00687936519907087
"oases3_k43_Locus_36523_Transcript_1_1",4.88494043648687,2.5316818435997,16.1366421210687,5.89327355627136e-05,0.00687936519907087
"oases3_k37_Locus_49893_Transcript_5_1",6.05823473871507,1.55115776537391,16.1358329494052,5.89579187175471e-05,0.00687936519907087
"oases6_k31_Locus_1500_Transcript_6_1",3.89473680364891,4.81508668180019,16.1302847403042,5.91308826175174e-05,0.00687936519907087
"oases6_k25_Locus_55886_Transcript_1_1",7.05794607519102,1.26092242830216,16.122669546236,5.93691154249274e-05,0.00687936519907087
"TRINITY_DN24448_c0_g1_i1",6.80673520784411,1.97355485303528,16.1113670789319,5.97244811786094e-05,0.0068917074240017
"oases6_k25_Locus_55269_Transcript_1_1",7.48311868922236,2.1240455551133,16.0989684004823,6.01167744748979e-05,0.00690819067347644
"oases6_k37_Locus_39454_Transcript_1_1",5.33977056027375,2.77368685068273,16.0809330379921,6.06920433142125e-05,0.00694547705596611
"oases3_k37_Locus_49784_Transcript_1_1",5.87298845999996,0.886825391089176,15.9788357051883,6.40545851238801e-05,0.00730011391119644
"oases3_k25_Locus_52332_Transcript_1_1",6.64245133282469,0.745274930976427,15.9357653532273,6.55287108795226e-05,0.00743750868482581
"oases6_k43_Locus_26340_Transcript_1_1",4.88234746010557,1.87087626700551,15.8387808729063,6.89742605784078e-05,0.00779662519370786
"oases3_k25_Locus_6960_Transcript_4_1",4.6222680071295,5.72184061772708,15.8166849053603,6.97844148380999e-05,0.0078561365224648
"oases6_k43_Locus_57305_Transcript_1_1",6.16467631182287,1.84340724699168,15.7899066337023,7.07790879859436e-05,0.00790992743391417
"oases3_k49_Locus_20311_Transcript_1_1",3.757399993324,4.66580863537736,15.7884536228318,7.08334658630286e-05,0.00790992743391417
"oases3_k25_Locus_33565_Transcript_1_1",5.4634140736895,1.00264767388854,15.7685068299584,7.15842224669208e-05,0.00796166046987512
"oases2_CL10746Contig1_1",5.3773250059727,1.77110233239732,15.7580400698242,7.19813667901677e-05,0.00797380788754761
"oases6_k49_Locus_49834_Transcript_2_1",5.04963219661494,2.31859507306248,15.7370049912842,7.27862248461587e-05,0.0079999838049512
"oases6_k43_Locus_53585_Transcript_3_1",5.89049233619881,1.96646127637827,15.7303354515279,7.30433047096197e-05,0.0079999838049512
"oases3_k25_Locus_54077_Transcript_1_1",6.41293946527653,2.13061921420516,15.7292747311875,7.30842746678939e-05,0.0079999838049512
"oases6_k49_Locus_57878_Transcript_1_1",5.80192372134672,2.89464065842556,15.7065726250929,7.39666990983298e-05,0.00806469986153207
"oases6_k49_Locus_57144_Transcript_1_1",3.89755815771121,4.28804205390164,15.6902983654278,7.46058634293348e-05,0.0081024893404392
"oases3_k31_Locus_18449_Transcript_8_1",4.20360492978419,1.53901716493951,15.6714765863797,7.53520128274756e-05,0.00815155720017231
"oases6_k43_Locus_58509_Transcript_1_1",6.70167904430951,0.708050087620292,15.6477393131818,7.63037404990383e-05,0.00822239606762788
"oases6_k37_Locus_3206_Transcript_1_1",-4.74875578027614,4.41447312220167,15.6079312771731,7.79270385329065e-05,0.00833707057369949
"oases6_k43_Locus_15369_Transcript_4_1",4.61014846549843,3.48338187443263,15.6068890161642,7.79700035599107e-05,0.00833707057369949
"oases3_CL20609Contig1_1",3.24048227818308,5.93740469676804,15.5456391115427,8.05372078314191e-05,0.00853012823963011
"oases6_k43_Locus_7788_Transcript_1_1",-4.52214123331167,9.93795903357918,15.5421738924903,8.06849635584547e-05,0.00853012823963011
"oases3_k43_Locus_50071_Transcript_3_1",5.93978794458114,0.832609576008261,15.5418319316042,8.06995594274243e-05,0.00853012823963011
"oases3_CL21354Contig1_1",-4.31917351636041,4.25616671801626,15.4177463476195,8.617519954515e-05,0.00907428127833986
"oases3_CL22691Contig1_1",6.39441495137918,8.35687421972267,15.3893314925624,8.74808094959485e-05,0.00915821410327069
"oases3_k31_Locus_28008_Transcript_1_1",6.13943858119985,1.45845900706456,15.3860327212355,8.76336656808959e-05,0.00915821410327069
"oases6_CL4747Contig1_1",3.96563354409424,5.30689146973853,15.352068127238,8.92232078142826e-05,0.009289276380484
"oases6_k31_Locus_42260_Transcript_1_1",4.53468707142902,3.38182550810217,15.3397840525835,8.98052188665654e-05,0.00931485292618225
"oases6_k25_Locus_55964_Transcript_1_1",5.42387422808493,1.52953328743859,15.3055196824833,9.14489105063512e-05,0.00944141722297012
"oases6_k49_Locus_59497_Transcript_1_1",7.40107159334469,1.90154560120577,15.3001902728289,9.17072735241916e-05,0.00944141722297012
"oases3_CL6473Contig1_1",-4.81573816066611,4.32038865212034,15.284989276607,9.24482409505927e-05,0.00947506125040366
"oases3_k43_Locus_11925_Transcript_3_1",5.01186814878551,2.32497063710792,15.2794787275857,9.27183360604966e-05,0.00947506125040366
"oases3_CL8826Contig1_1",3.70760193386623,3.76644920295678,15.2574546345141,9.38057815176677e-05,0.0095509460049643
"oases3_k25_Locus_2374_Transcript_20_1",4.74043551623143,2.52964961583368,15.2378742292789,9.4783342368548e-05,0.00961512777858816
"oases6_k49_Locus_25497_Transcript_3_1",6.03038974989259,3.84003358108432,15.2302080880139,9.51688647707232e-05,0.00961900197430805
"oases2_CL9059Contig1_1",5.00699637316494,4.68217941491105,15.2001260355682,9.66969666300993e-05,0.0097379119776508
"oases3_k31_Locus_19023_Transcript_5_2",4.98293506587415,1.9618314027365,15.1475712550347,9.94261288802985e-05,0.00997647541018474
"oases3_k43_Locus_7141_Transcript_3_1",-6.91543494240889,2.75767832205566,15.1058940508902,0.000101645432988606,0.0101623415927308
"oases6_k43_Locus_56595_Transcript_5_1",5.6865137913891,4.86350052827168,15.088395486437,0.000102592026082699,0.0102200847853751
"oases3_k43_Locus_11367_Transcript_10_1",6.11526937779178,1.12303976255337,15.0804425907441,0.000103025169192541,0.0102264481563378
"oases6_k49_Locus_19823_Transcript_1_1",-6.77851804912356,2.25770897700738,15.0482884740894,0.00010479524217886,0.0103649979889333
"oases3_k25_Locus_52571_Transcript_1_1",4.99369870634029,7.65279208668967,15.0074315638182,0.000107088629105936,0.010529872608924
"oases2_k31_Locus_33740_Transcript_1_1",7.04394693030787,1.10762412140655,15.0050712736782,0.000107222650238917,0.010529872608924
"oases3_k43_Locus_762_Transcript_1_1",3.04241917686321,5.06894064226588,14.937747840149,0.00011111729827983,0.0108737896062248
"oases3_k37_Locus_20668_Transcript_2_1",5.41345285802475,2.60232616183835,14.9307297560899,0.00011153140148381,0.0108758825094811
"oases6_k31_Locus_56539_Transcript_1_1",5.89032989250783,0.716157455873751,14.9195870772527,0.000112192070405512,0.0108867403634366
"oases6_k37_Locus_23255_Transcript_2_1",5.42402195254948,4.45037700460998,14.9156077585776,0.000112428964538993,0.0108867403634366
"oases6_k49_Locus_58347_Transcript_1_1",6.21712849785185,0.571480703981938,14.9007751890037,0.000113316411640045,0.0109003099209906
"TRINITY_DN34935_c0_g1_i2",5.88033837635039,0.629137083200157,14.9001113226595,0.000113356295849111,0.0109003099209906
"oases6_k49_Locus_50411_Transcript_1_1",5.17935802905132,3.72473999697364,14.8809203628908,0.000114515391750523,0.0109736652565363
"oases6_k25_Locus_29061_Transcript_1_1",-4.88752697541732,5.81871931334953,14.8469484555744,0.000116596557902774,0.0111345692226187
"oases3_CL17600Contig1_1",7.00047387503061,2.39787313039727,14.8278489006086,0.000117783299430819,0.0112092463726361
"oases3_k43_Locus_6739_Transcript_1_1",10.9795671697768,7.45656540421841,14.8197498621967,0.000118290193214059,0.0112147015323646
"oases6_k43_Locus_826_Transcript_2_1",-5.8566580750192,3.09304065519212,14.8140138267635,0.000118650521736941,0.0112147015323646
"oases2_k49_Locus_14071_Transcript_3_1",3.95661883532057,4.58594441359978,14.7850736717833,0.000120485415883519,0.0113204089068909
"oases6_k25_Locus_18962_Transcript_1_1",4.59175834174304,2.16525608039336,14.7742058316865,0.000121181824283786,0.0113204089068909
"oases3_k37_Locus_5347_Transcript_5_1",-3.7438936145776,5.47439761728275,14.7719369983869,0.000121327721022301,0.0113204089068909
"oases6_k37_Locus_8028_Transcript_3_1",3.24362136954946,8.04822456680375,14.7707524026032,0.000121403966395125,0.0113204089068909
"oases6_k37_Locus_9686_Transcript_2_1",5.82291889406462,2.02057137153003,14.7376594093553,0.000123553571999714,0.0114630599344498
"oases2_k25_Locus_5390_Transcript_4_1",2.63058936306016,5.96107019385118,14.7344870060712,0.000123761642247436,0.0114630599344498
"oases6_k37_Locus_12135_Transcript_23_1",3.36640944445965,5.70113503530554,14.7165178684373,0.000124946869676228,0.0115342620293781
"oases3_CL7056Contig1_2",4.88178331078692,5.47391344861693,14.6971188892803,0.000126239238584013,0.0115981322807862
"oases2_k25_Locus_15656_Transcript_1_1",5.19472048605512,1.78728339511299,14.693581513261,0.000126476346818713,0.0115981322807862
"oases6_CL11532Contig1_1",5.89991902594471,1.89157685807967,14.6860092885018,0.00012698541674961,0.0116063832721574
"TRINITY_DN66924_c0_g1_i1",5.79954077701209,0.601310949899085,14.6322549044497,0.000130659041351247,0.0119028667473073
"oases6_k25_Locus_55374_Transcript_2_1",7.86623848350319,1.73111848722214,14.5240592878089,0.000138380916886217,0.0125649872532685
"oases6_k25_Locus_55317_Transcript_1_1",7.13988324407988,1.61578645838154,14.4804842546911,0.000141619174283593,0.0128169980804243
"oases3_k31_Locus_5056_Transcript_2_1",-4.43745461488525,2.73943270654844,14.4699839719681,0.000142410839721783,0.0128466638281924
"oases6_k25_Locus_40948_Transcript_1_1",-6.51754253636362,1.07935803372663,14.4177667671817,0.000146414418282097,0.0131365910814833
"oases3_k49_Locus_6152_Transcript_1_1",-4.49237978736317,7.70625549974827,14.4139234168997,0.000146713533886075,0.0131365910814833
"oases6_CL2771Contig1_1",4.61103842223165,3.89427769361957,14.4096370641488,0.000147047852793379,0.0131365910814833
"oases6_k31_Locus_56092_Transcript_1_1",5.74886601247277,0.57795192690803,14.3824821329749,0.00014918372949994,0.0132845472822229
"oases3_k43_Locus_19009_Transcript_2_1",3.10771873231871,5.51740982760893,14.3480479356258,0.000151937144852145,0.0134863695177414
"oases3_k31_Locus_2171_Transcript_2_2",4.4205090518253,2.86919070939513,14.338364381667,0.000152720636855343,0.013512604846875
"TRINITY_DN28996_c0_g1_i1",6.31273545672302,0.766079389785755,14.313439588489,0.00015475605571876,0.0136490898314501
"oases3_k43_Locus_3565_Transcript_1_1",-3.90476713870887,5.56789026969226,14.2822053974282,0.000157345328270086,0.0138334016543231
"oases6_k25_Locus_56346_Transcript_4_1",5.95119634040834,1.86417374576377,14.213000303969,0.000163238846125128,0.0143061284955358
"oases2_k25_Locus_43940_Transcript_1_1",-8.42491376681926,2.70010844612027,14.1970133900791,0.000164631609281274,0.0143826744083142
"oases6_k25_Locus_57003_Transcript_3_1",5.73338067587793,0.55927815699401,14.1887756489981,0.000165353938503177,0.0144003521160597
"oases3_k43_Locus_49111_Transcript_10_1",6.20514793301912,1.91995170704544,14.1723388005424,0.000166804761746898,0.0144627553699044
"oases3_CL22180Contig1_1",-3.75868583038875,4.49037700616662,14.1688431440685,0.000167114960582416,0.0144627553699044
"oases6_k43_Locus_17325_Transcript_1_1",4.74941353950837,1.92875310678426,14.1385612524228,0.000169826559521132,0.0146516409326425
"oases2_k25_Locus_54134_Transcript_1_1",5.6961602456572,0.554159118488713,14.1285426208545,0.000170733401319211,0.0146635214908432
"oases6_k25_Locus_46550_Transcript_4_1",5.78770356922833,1.81211435711198,14.1231190772679,0.000171226349375734,0.0146635214908432
"oases3_k31_Locus_19023_Transcript_5_1",6.39891973891429,0.495830398782935,14.1161384613881,0.000171862930844507,0.0146635214908432
"oases3_k25_Locus_13298_Transcript_1_1",-4.4693802650653,6.11653006836003,14.1114733149929,0.000172289686591574,0.0146635214908432
"oases6_CL15456Contig1_1",3.02422462273338,5.20581765281218,14.1079610361843,0.000172611685058673,0.0146635214908432
"oases3_k49_Locus_4975_Transcript_1_1",-2.85941193614099,6.43132810590679,14.0282178906368,0.000180087737655682,0.0152097281237186
"oases6_k37_Locus_23899_Transcript_6_2",4.97464083280342,4.3103278267479,14.0276746396701,0.000180139771234913,0.0152097281237186
"oases6_k31_Locus_13646_Transcript_1_1",-5.84001294356379,2.95079343817599,13.9949317358439,0.00018330407217325,0.015429857066158
"oases3_k25_Locus_53517_Transcript_1_1",5.4727434643985,1.60295723164258,13.9888317596904,0.000183899736809948,0.0154330888218627
"oases3_k37_Locus_50608_Transcript_1_1",6.58915176558013,1.41851301079969,13.9712016631434,0.000185632305583213,0.0155310226482305
"oases6_k43_Locus_19053_Transcript_2_1",-6.31691472868447,2.40186627028786,13.9655788761669,0.000186188326684933,0.0155310226482305
"oases3_CL20539Contig1_1",5.65618305696467,1.06460365064285,13.9599052336456,0.000186751077240551,0.015531184183483
"oases3_k49_Locus_37610_Transcript_10_1",5.73449099379453,1.39833826543908,13.9125090699256,0.000191519599405882,0.0158248775157057
"oases6_CL16651Contig1_1",-4.26431532983228,5.60156743380609,13.9116810895796,0.000191603983533781,0.0158248775157057
"oases6_k31_Locus_56807_Transcript_2_1",4.75401347933924,3.60300243163207,13.9078317766393,0.00019199678072063,0.0158248775157057
"oases6_k25_Locus_51349_Transcript_1_1",5.11032589741207,2.27685628406432,13.8951057409548,0.000193301172706265,0.0158851118009712
"oases3_k31_Locus_11292_Transcript_2_1",-4.75514396147655,3.95461681206551,13.8611463557266,0.000196825804389362,0.0161269048128964
"oases2_CL10009Contig1_1",4.92087209694101,2.72374503716379,13.8325007805009,0.000199849216210923,0.0163263250552959
"oases3_CL3085Contig1_1",6.45077376465493,1.49359863933001,13.8200910334119,0.00020117349332112,0.0163861727177503
"oases6_CL2215Contig1_2",6.12393618578601,3.24553719874905,13.7985904312752,0.000203488842004371,0.0165261583298213
"oases6_k25_Locus_57834_Transcript_1_1",5.80878101296332,0.530205008754028,13.7900732048961,0.000204413449069997,0.016552707773522
"oases6_k49_Locus_52242_Transcript_1_1",4.75630505793842,0.89376760886547,13.7498844554619,0.000208833665092297,0.0168613397115629
"oases6_k37_Locus_56230_Transcript_2_1",6.25671637849137,0.682682380045975,13.7175532078542,0.000212459473017625,0.0171042228074131
"oases2_k49_Locus_12290_Transcript_3_1",-5.33479207938766,7.33343530774849,13.7020496045021,0.000214220568271496,0.0171623547564706
"oases3_k37_Locus_5460_Transcript_15_1",-3.64606561449435,6.44783076965757,13.700293407131,0.000214420984535959,0.0171623547564706
"oases6_CL4506Contig1_1",5.89508795192047,0.957201077486901,13.6763991307175,0.0002171666323793,0.0173320251213612
"oases3_k49_Locus_49545_Transcript_1_1",6.50812056489211,1.36921399226103,13.6455088806735,0.000220768746949251,0.0175688783850936
"oases6_CL14803Contig1_1",5.65733909949481,2.10136091604547,13.6313637029907,0.000222438254640504,0.0176510172607855
"oases6_k43_Locus_47256_Transcript_3_1",4.43612108037085,2.3008461634597,13.6102022823878,0.000224959648888781,0.0178000929037883
"oases6_k43_Locus_29985_Transcript_7_1",6.39432649144856,2.47165407060639,13.5980729838868,0.000226417825282027,0.0178644309212548
"oases3_k37_Locus_12960_Transcript_5_1",-5.29345099811932,5.01628846200413,13.5233328322033,0.000235615607622581,0.0185150123735014
"oases6_k25_Locus_7755_Transcript_5_1",5.45619073275258,3.77320925745249,13.5202692452298,0.000236000554916082,0.0185150123735014
"oases6_CL12373Contig1_1",3.88952242606763,3.71450092463089,13.4994733831598,0.000238630413433595,0.0186684482192937
"oases6_k43_Locus_57722_Transcript_1_1",5.29039021742066,0.999240246037243,13.4473235756326,0.000245355954443931,0.0191405290207612
"oases6_k25_Locus_55976_Transcript_1_1",5.68142904799761,0.888323597352764,13.4342757508874,0.000247068349483514,0.0191616731356917
"oases6_k43_Locus_7389_Transcript_8_1",-4.00443866518441,9.40656342099791,13.4272481824264,0.000247995632232465,0.0191616731356917
"oases3_k49_Locus_17490_Transcript_2_1",-5.84647886742015,1.28671227728099,13.4252693971181,0.000248257363859084,0.0191616731356917
"oases2_k25_Locus_33715_Transcript_1_1",5.36363781314871,0.831564915127687,13.4242325180428,0.000248394621784984,0.0191616731356917
"oases3_CL578Contig2_1",4.10868408039357,2.64447094676743,13.3755295658603,0.000254928637816069,0.0196110935991062
"oases6_k49_Locus_76009_Transcript_1_1",4.85713842111158,4.80485310312713,13.3392623467608,0.000259906566665849,0.0198878706933621
"oases3_k31_Locus_28993_Transcript_1_1",4.74640908306209,2.16982852607829,13.3388568184498,0.000259962778616201,0.0198878706933621
"oases6_k25_Locus_14487_Transcript_14_1",7.04270407862027,1.60565488441629,13.3282740570126,0.000261434039091285,0.0199435380891403
"oases3_k43_Locus_8658_Transcript_2_1",-5.14541844748908,2.59017525635027,13.3232838392092,0.000262130709339463,0.0199435380891403
"oases3_k31_Locus_43830_Transcript_3_1",3.09750564827288,5.4917527127395,13.3006411675067,0.000265315372254188,0.0200888499001963
"oases3_k49_Locus_62900_Transcript_1_1",5.03332892820957,3.18660642240328,13.2981944929902,0.000265661820281369,0.0200888499001963
"oases3_k31_Locus_16202_Transcript_2_1",4.52322373965521,3.25328683239792,13.2942818639533,0.000266216794734312,0.0200888499001963
"oases3_CL10811Contig1_1",4.43321165715894,0.926055233491703,13.271736009242,0.000269437585261428,0.0202766426256249
"oases3_k25_Locus_29740_Transcript_2_1",3.49775754342989,6.19657932518022,13.2484437608217,0.000272806260763778,0.0204745164921194
"oases3_k25_Locus_38118_Transcript_1_1",6.36844393735233,0.933717332368109,13.0690339028013,0.000300217941212633,0.022470907199845
"oases6_k37_Locus_31664_Transcript_4_1",-3.27345357309767,4.7579390469614,13.0591793887,0.000301801635037354,0.022528556551818
"oases3_k49_Locus_48911_Transcript_1_1",6.75100846158043,1.20542672389948,13.0113664959184,0.000309605928258609,0.0230461073317851
"oases2_k37_Locus_48872_Transcript_1_1",4.00562404395136,5.88661403811208,13.0065741686324,0.000310399293520469,0.0230461073317851
"oases6_k25_Locus_20061_Transcript_3_1",2.97924123870601,5.642678619445,12.9791702711598,0.000314975519288418,0.0233233476769344
"oases3_CL4808Contig1_1",7.11307903188015,2.7332586421449,12.9665405016078,0.000317107428936433,0.0233606239388933
"oases3_k43_Locus_17824_Transcript_10_1",3.82766537436215,3.43372456234729,12.9661948554729,0.000317165978227193,0.0233606239388933
"oases3_k49_Locus_5228_Transcript_3_1",-4.7452001564605,5.01742677411536,12.9466518095522,0.000320494184231089,0.023543145724392
"oases3_k43_Locus_12276_Transcript_4_1",-3.16495344760415,6.27914976452027,12.9330225008904,0.000322836096038032,0.0236524413853895
"oases6_k37_Locus_45810_Transcript_6_1",5.74433823477277,2.24396145461192,12.9168481980503,0.000325637713165312,0.0237947515261217
"oases6_k25_Locus_4894_Transcript_22_2",3.48544929109968,5.00422806368071,12.9110877290496,0.000326641417316583,0.0238052826609617
"oases6_k49_Locus_9134_Transcript_1_1",4.03396523903179,6.78917668825349,12.877803749238,0.000332502212438387,0.0241688091109414
"oases3_CL21166Contig1_1",-4.29480204732817,6.33176988363426,12.8651956578723,0.000334749895299217,0.0242684911005668
"oases3_k25_Locus_53044_Transcript_1_1",6.05892213430248,2.58400663610162,12.8541563838142,0.000336730478298537,0.0243483390757172
"oases6_k49_Locus_24326_Transcript_1_1",-6.8395440892374,1.4901167443072,12.8411791293602,0.000339073876141289,0.0244539373069189
"oases3_k49_Locus_11431_Transcript_1_1",-5.37292124530755,2.85307065402629,12.7911433478577,0.00034826420431097,0.0250515035693195
"oases6_k43_Locus_6756_Transcript_9_2",-3.68299900640405,5.82511617898659,12.7842816847393,0.000349543959163477,0.025078420738532
"oases3_k25_Locus_12509_Transcript_2_1",-4.63851488355368,4.00165934076331,12.7753508467644,0.000351216738107198,0.0251333238892525
"oases6_k31_Locus_19755_Transcript_4_1",3.66029444792813,4.65111979822554,12.7490094297406,0.000356197757673537,0.0254240739716777
"oases3_k25_Locus_12660_Transcript_5_1",5.09676568288421,1.09545796320431,12.697434333176,0.000366157616567151,0.0260677867177652
"oases2_k49_Locus_6957_Transcript_2_1",2.89872950435092,5.33834126080535,12.6838464425067,0.000368828062423704,0.0261316283679383
"oases6_CL13594Contig1_1",4.29401166233083,3.63025904765007,12.6832712985415,0.000368941528557228,0.0261316283679383
"TRINITY_DN53099_c0_g1_i1",5.34811634581581,1.64279898288981,12.6758721746278,0.000370404393883486,0.0261683145005339
"oases2_k37_Locus_39650_Transcript_1_1",4.84382513582699,1.3547629799728,12.6570031924763,0.000374161480379397,0.0263664835563029
"oases3_k31_Locus_41636_Transcript_1_1",2.95654969866476,7.30105859439253,12.6504962368632,0.000375466003189127,0.02639125759472
"oases3_k49_Locus_61195_Transcript_1_1",-5.75261671216868,1.67606296704816,12.6290357019384,0.000379801044476839,0.0265960801461323
"oases6_k49_Locus_13009_Transcript_4_1",3.15067978599297,5.62025461015206,12.6265780365481,0.000380300705491023,0.0265960801461323
"oases6_k25_Locus_35933_Transcript_3_1",4.39940075500903,2.77549610647249,12.5947949117155,0.000386822496861032,0.0269840358389658
"oases3_k25_Locus_7419_Transcript_3_1",-4.79623193268299,3.52551219990439,12.5816003511852,0.000389563009205917,0.0271069295903233
"oases6_k25_Locus_25461_Transcript_1_1",5.91439268945383,0.448135790419377,12.5719635164242,0.000391576950054281,0.0271787770797074
"oases3_k25_Locus_17220_Transcript_1_1",4.80646330829972,1.34305852010394,12.5394438681728,0.000398450872033325,0.0275867461252273
"oases3_k25_Locus_29600_Transcript_1_1",5.69257989261358,0.694272730661504,12.4583034224014,0.00041613775128564,0.0286845439968541
"oases6_CL14542Contig1_1",3.08722048914176,4.4925662512908,12.4572230439163,0.000416378518333767,0.0286845439968541
"oases6_k31_Locus_8366_Transcript_13_1",4.29331637477952,3.65720704843125,12.4465029165988,0.000418775174677956,0.0287780637407725
"oases3_k43_Locus_51239_Transcript_1_1",4.14977207325524,3.00701764107466,12.4193699817764,0.000424903560010948,0.0291269286904535
"oases3_CL27374Contig1_1",4.38025161782355,3.46203584271948,12.405651696955,0.00042803640267137,0.0292692349026689
"oases3_k43_Locus_14799_Transcript_9_1",4.85289207203905,1.77185745592986,12.3989618462222,0.000429572606350763,0.0293019304440346
"oases6_k43_Locus_58029_Transcript_1_1",6.36876123462192,1.15251833513834,12.3770461027304,0.000434644233156807,0.0295189522979177
"oases2_CL8615Contig1_1",3.87878825020454,2.38445534738927,12.3760078758221,0.000434885987490085,0.0295189522979177
"oases2_k31_Locus_12799_Transcript_6_1",2.74391473615359,4.78461360364829,12.3707708180498,0.000436107522390987,0.0295219602551043
"oases6_k37_Locus_56543_Transcript_8_1",6.58177390859911,2.77958682591187,12.3666876609375,0.000437062313302259,0.0295219602551043
"oases2_k37_Locus_30754_Transcript_2_1",4.66812820489864,1.9065691372257,12.3313907737437,0.000445404439458225,0.0300122397721559
"oases6_k49_Locus_2125_Transcript_18_1",3.63104710388761,5.8659113393537,12.3173316738128,0.00044877176725173,0.0300883679665996
"oases3_k25_Locus_2303_Transcript_6_1",-6.94925411852499,0.785642752473759,12.3134186105452,0.000449713555921405,0.0300883679665996
"oases6_k31_Locus_20969_Transcript_6_2",-5.02253264484393,4.74412073819641,12.3120835882266,0.000450035322640043,0.0300883679665996
"oases2_k43_Locus_5082_Transcript_3_1",-5.48819131958497,6.236640885465,12.3059662863545,0.000451512686764168,0.0300883679665996
"oases3_k25_Locus_26070_Transcript_3_1",-6.13839243380317,1.72563088792528,12.304091119732,0.000451966529721436,0.0300883679665996
"oases6_k37_Locus_37048_Transcript_6_1",4.55076534835866,3.84027936145411,12.2990671395968,0.00045318474408197,0.0300971182316692
"oases2_k25_Locus_3559_Transcript_1_1",4.17551071486613,1.75609442043386,12.2692328454416,0.000460487533235802,0.0305089515440964
"oases6_k31_Locus_12789_Transcript_1_1",3.09947871779984,6.3680723660841,12.2438132383324,0.000466803335910573,0.0308535837343852
"oases3_k31_Locus_14114_Transcript_4_1",4.71850790093581,3.47046116330751,12.1734067059522,0.000484756892298947,0.0319639461317311
