"","logFC","logCPM","LR","PValue","FDR"
"oases2_k31_Locus_33083_Transcript_1_1",6.37801756566377,6.01037882781702,21.4380787188176,3.6544101273839e-06,0.000591843474080525
"oases2_k43_Locus_986_Transcript_1_1",-5.44123052237032,4.31750816500367,21.4174027707473,3.69403014383042e-06,0.000593347186638052
"oases3_CL133Contig3_1",-5.45446365513905,5.43161970316983,21.4049694322069,3.71806260467786e-06,0.000593347186638052
"oases3_CL28Contig10_1",-4.45408547236633,6.48573413555971,21.3998670674108,3.72797033563303e-06,0.000593347186638052
"oases3_CL4395Contig1_1",-6.15365670029847,3.63788975028325,21.3807742566656,3.76528022706157e-06,0.000593944044868258
"oases2_CL43Contig3_1",-4.5400095147925,5.61282762373026,21.3760276675588,3.77461370321418e-06,0.000593944044868258
"oases3_CL10Contig20_2",-5.27253283170945,5.15365303799792,21.3430600759775,3.84008345431433e-06,0.000600832040586334
"oases6_CL4021Contig1_1",-6.67424477994348,3.21821404166007,21.3205632739309,3.8854123826777e-06,0.000603142700136203
"oases6_CL44Contig1_3",-5.28391748887011,3.59767050255682,21.3141615251273,3.89840916170941e-06,0.000603142700136203
"oases6_CL25Contig6_1",-4.86046197351316,7.21177513298354,21.3017710211794,3.92368832607387e-06,0.000603681247234942
"TRINITY_DN39255_c4_g1_i1",-8.54584387896218,2.5747259282561,21.2858641080159,3.95638297948767e-06,0.000605348454331113
"oases3_k25_Locus_24610_Transcript_1_1",-5.98982153361002,4.11032800957362,21.25814276341,4.01401543597194e-06,0.000610791997163774
"oases3_k43_Locus_9973_Transcript_4_1",-9.0329363049656,2.99314687650021,21.2074524511298,4.12158782178968e-06,0.000623733623697505
"oases6_k31_Locus_3172_Transcript_1_1",-5.76231982657825,3.28952413140023,21.1574190965659,4.23060293831154e-06,0.000631229123480426
"oases3_CL10Contig13_1",-5.80748838542855,5.11070607554412,21.137678546617,4.27440649318947e-06,0.000631229123480426
"oases3_CL1Contig45_1",-4.21813429073275,4.54622081605726,21.1370072681059,4.2759040107472e-06,0.000631229123480426
"oases6_CL3437Contig1_1",-5.37182624789845,4.54006624410154,21.1266081482247,4.29917019291712e-06,0.000631229123480426
"oases3_CL94Contig5_1",-4.32069585083979,8.15418632339137,21.1165094459732,4.32188583102028e-06,0.000631229123480426
"oases3_k49_Locus_11529_Transcript_3_1",-4.84560583177234,4.80103360500639,21.1102899967302,4.33593551659035e-06,0.000631229123480426
"oases3_CL15Contig1_5",-3.48667937758623,6.04839516929694,21.0947498026241,4.37124135878646e-06,0.000631229123480426
"oases6_k31_Locus_543_Transcript_2_1",-5.76871319347675,4.79694765618891,21.0913393955583,4.37902800189491e-06,0.000631229123480426
"oases2_CL4Contig9_2",-5.52998984839472,5.24986080211372,21.0785937502642,4.40825228916018e-06,0.000631229123480426
"oases6_CL377Contig2_1",-4.79642077076447,6.03845924269105,21.0753907978616,4.41562700963437e-06,0.000631229123480426
"oases6_CL7767Contig1_1",-5.51424649969223,4.3722100451588,21.0677280734836,4.43332052918743e-06,0.000631229123480426
"oases3_CL10Contig20_4",-5.99345641150604,4.20376916688179,21.0540727743884,4.46502768784873e-06,0.000631229123480426
"oases6_CL46Contig2_1",-5.33865714878699,5.54086278543721,21.0530436625468,4.46742645346152e-06,0.000631229123480426
"oases2_k49_Locus_9198_Transcript_2_1",-6.61484506067337,3.1598783655138,21.0402319418127,4.49739789652118e-06,0.000632238260640901
"oases6_CL12432Contig1_1",7.36872085285618,5.4553201841468,21.0237956275581,4.53614432303325e-06,0.000634464549909509
"oases6_k43_Locus_1532_Transcript_30_1",-5.01843955583962,3.73313509234874,20.9724004650157,4.65947651301332e-06,0.000648439912318548
"oases2_k49_Locus_8541_Transcript_4_1",4.47169109206371,6.7921814978557,20.9407665743185,4.73705532652383e-06,0.000655940051063755
"oases6_k37_Locus_3314_Transcript_6_1",-5.84518660475905,3.50493057283147,20.9094949901968,4.81501972245539e-06,0.000661373178257578
"oases3_k31_Locus_234_Transcript_58_1",-4.21666901074366,6.41990822316058,20.8940350848291,4.85403781186274e-06,0.000661373178257578
"oases6_CL6389Contig1_1",-5.78521612687177,3.21464708123511,20.8876706860266,4.87019249717927e-06,0.000661373178257578
"oases6_k49_Locus_757_Transcript_16_2",-6.56620889385637,3.89443896230219,20.8870314570007,4.8718180242849e-06,0.000661373178257578
"oases6_CL43Contig1_2",-5.38322552591911,3.30167179293221,20.8078453644574,5.07745451366226e-06,0.000681816743535775
"oases6_k31_Locus_6976_Transcript_3_1",-7.20793901729025,10.1618096189951,20.8012833966507,5.09488105931267e-06,0.000681816743535775
"oases2_k49_Locus_5940_Transcript_2_1",-5.10053295435553,3.64187452446441,20.7955865853563,5.11005868921581e-06,0.000681816743535775
"oases3_k25_Locus_26584_Transcript_3_1",5.04042278928713,4.02636964044419,20.7915321146576,5.12088837493469e-06,0.000681816743535775
"oases3_CL10Contig17_1",-5.81752414879615,3.80850262442772,20.7806817679211,5.14998361327076e-06,0.000682409790363255
"oases3_CL61Contig2_1",-6.98685989043043,3.8410691125295,20.7674500942733,5.1856890103495e-06,0.000683868911679139
"oases3_k25_Locus_19862_Transcript_3_1",6.14622731660486,6.81028988173959,20.7545614021781,5.22070774357015e-06,0.000685224077016264
"oases3_CL17Contig15_1",-4.71794272827677,5.29585133883029,20.7291357552527,5.29048700746571e-06,0.000691107298041298
"oases3_k43_Locus_32267_Transcript_1_1",-5.32422354837461,4.13536467726209,20.6784842751238,5.43229955423048e-06,0.000706300957065066
"oases6_k43_Locus_7389_Transcript_8_1",-4.99959467945887,9.40656342099791,20.6483724678596,5.51840760664948e-06,0.000714143832983882
"oases6_k49_Locus_1809_Transcript_1_1",-9.18713203829176,2.79325117130246,20.628781213752,5.57516524662029e-06,0.000716348804121034
"oases3_CL38Contig5_1",-5.50982619484492,3.60163837169334,20.6223436839868,5.59394295732364e-06,0.000716348804121034
"oases6_k31_Locus_24182_Transcript_3_1",-5.99706100037236,4.19229470303157,20.6060033157766,5.641891937494e-06,0.000716348804121034
